"DATA_EXPLO","OCUPACIO","CODI_DISTRICTE","NOM_DISTRICTE","CODI_BARRI","NOM_BARRI","EMPLACAMENT","SUPERFICIE_OCUPADA","TAULES","CADIRES","ORDENACIO","X_ETRS89","Y_ETRS89","LATITUD","LONGITUD"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","PTGE. VIRREINA, 2","18",8.00,32.00,"Ordenació General","30756653","81729950","41.3841165790483","2.17184678627626"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","C. PINTOR FORTUNY, 28","3.45",2.00,6.00,"Ordenació General","30612755","81764199","41.3844126509346","2.17012201123919"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","RDA. SANT ANTONI, 80","13.5",6.00,24.00,"Ordenació General","30189253","81877649","41.3853978198844","2.16504432984187"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","C. EST, 9","9",4.00,16.00,"Ordenació General","30974010","81196872","41.3793339823447","2.1745068480495"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","C. NOU DE LA RAMBLA, 105","13.5",6.00,24.00,"Ordenació General","30721948","80947620","41.3770673810228","2.17152118974784"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","AV. PARAL.LEL, 38","16",4.00,16.00,"Ordenació Singular","30903896","80919855","41.3768329535016","2.17370000791957"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","C. SANT PAU, 128","14.7",6.00,24.00,"Ordenació General","30513504","80979384","41.3773354973689","2.16902506996301"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","RBLA. RAVAL, 22","16",4.00,16.00,"Ordenació Singular","30662260","81257675","41.3798548124983","2.17077199580286"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","C. ARC DE SANT AGUSTI, 5","6.75",3.00,12.00,"Ordenació General","30894015","81518506","41.3822239777105","2.1735135922916"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","RBLA. RAVAL, 26","16",4.00,16.00,"Ordenació Singular","30674684","81243462","41.3797278708372","2.17092218856955"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","PL. VICENÇ MARTORELL, 1","6.75",3.00,12.00,"Distribució Prèvia","30649638","81940850","41.3860068718424","2.17054287071195"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","C. TALLERS, 70","18",8.00,32.00,"Ordenació General","30380896","82041898","41.3868937659237","2.16731732561725"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","PL. SALVADOR SEGUI, 1-9","40",10.00,40.00,"Distribució Prèvia","30774887","81322735","41.3804504861557","2.17211136453941"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","PL. SANT AGUSTI, 4","18",8.00,32.00,"Ordenació General","30814360","81551665","41.3825157849813","2.17255725217432"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","C. SANT PAU, 117","1.2",1.00,2.00,"Ordenació General","30534790","80973342","41.3772829167069","2.16928029171746"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","PTGE. VIRREINA, 1","9",4.00,16.00,"Ordenació General","30784142","81715988","41.3839931931003","2.17217711785505"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","C. FERLANDINA, 27","18",8.00,32.00,"Ordenació General","30394839","81765709","41.3844074262437","2.16751580541921"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","PL. SALVADOR SEGUI, 13","12",6.00,24.00,"Distribució Prèvia","30749876","81371791","41.3808901665222","2.17180667296363"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","C. TALLERS, 75","9",4.00,16.00,"Ordenació General","30425074","82026958","41.3867630283299","2.16784738102281"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","C. RIERA ALTA, 33","4.5",2.00,8.00,"Ordenació General","30333428","81520773","41.3821960495931","2.16680956029552"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","C. CARME, 42","13.5",6.00,24.00,"Ordenació General","30638668","81680454","41.383660620227","2.17044148879019"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","C. FLORISTES DE LA RAMBLA, 14","6.75",3.00,12.00,"Distribució Prèvia","30682312","81693513","41.3837820002307","2.17096192270706"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","PL. BONSUCCES, 5","13.5",6.00,24.00,"Ordenació General","30665296","81903516","41.385671965852","2.17073440021946"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","C. PORTAL DE SANTA MADRONA, 26","4.5",2.00,8.00,"Ordenació General","31106796","81024065","41.3777889396896","2.17611434331206"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","C. MARQUES DE BARBERA, 29-31","9",4.00,16.00,"Distribució Prèvia","30845967","81253002","41.3798285341319","2.17296930878627"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","PL. SANT JOSEP, 5","7.02",4.00,12.00,"Ordenació General","30842431","81631662","41.3832387072301","2.17288381034989"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","PL. SANT JOSEP, 13","9",4.00,16.00,"Ordenació General","30839896","81719967","41.384033825653","2.17284341580122"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","PL. SANT JOSEP, 1","7.02",4.00,12.00,"Ordenació General","30884328","81657397","41.3834740950299","2.17338190786116"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","AV. PARAL.LEL, 72","4.5",2.00,8.00,"Ordenació General","30592254","80942124","41.3770067040976","2.16997099715476"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","C. XUCLA, 5","9",4.00,16.00,"Ordenació General","30773763","81805786","41.384801083133","2.17204273737324"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","C. XUCLA, 7","9",4.00,16.00,"Ordenació General","30759068","81802346","41.3847688354549","2.17186739348055"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","C. TALLERS, 78","9",4.00,16.00,"Ordenació General","30262578","82060107","41.3870475198532","2.1659002250855"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","PL. SANT JOSEP, 16","7.02",4.00,12.00,"Ordenació General","30877731","81682427","41.3836989658986","2.1733001607334"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","C. PERACAMPS, 13","6.75",3.00,12.00,"Ordenació General","31092158","81011676","41.3776761021409","2.17594071509947"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","PL. SANT JOSEP, 17","14.04",8.00,24.00,"Ordenació General","30884732","81671863","41.3836044206294","2.17338508909161"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","C. PERACAMPS, 7","6.75",3.00,12.00,"Ordenació General","31034032","81026626","41.3778057728093","2.17524396230212"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","PL. SANT JOSEP, 4","7.02",4.00,12.00,"Ordenació General","30858028","81641221","41.3833261428367","2.17306923917202"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","C. HOSPITAL, 157","9",4.00,16.00,"Distribució Prèvia","30394943","81419844","41.3812923379063","2.16755677916209"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","PL. SANT JOSEP, 4","14.04",8.00,24.00,"Ordenació General","30858028","81641221","41.3833261428367","2.17306923917202"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","C. ARC DE SANT AGUSTI, 5","6.75",3.00,12.00,"Ordenació General","30894015","81518506","41.3822239777105","2.1735135922916"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","PL. SANT JOSEP, 4","7.02",4.00,12.00,"Ordenació General","30858028","81641221","41.3833261428367","2.17306923917202"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","C. TALLERS, 72","9",4.00,16.00,"Ordenació General","30370232","82043580","41.3869079921619","2.16718959793259"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","C. MONTSERRAT, 13","4.5",2.00,8.00,"Ordenació General","31112733","81157677","41.3789928528199","2.17617014962315"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","C. ROBADOR, 22","6.75",3.00,6.00,"Ordenació General","30749608","81422341","41.3813454320453","2.17179769149017"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","C. REQUESENS, 7","4.5",2.00,8.00,"Ordenació General","30177839","81441869","41.3814718988275","2.16495804547721"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","C. RAMBLA, 41","27",12.00,48.00,"Ordenació Singular","31061759","81421294","41.3813628085669","2.17553061893892"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","C. RAMBLA, 45","45",20.00,80.00,"Ordenació General","31043162","81451196","41.3816305334149","2.17530482687984"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","PL. CANONGE COLOM, 1","13.5",6.00,24.00,"Ordenació General","30752279","81554088","41.3825322672288","2.17181457660877"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","C. RAMBLA, 45","27",12.00,48.00,"Ordenació General","31043162","81451196","41.3816305334149","2.17530482687984"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","AV. PARAL.LEL, 62","36",16.00,64.00,"Ordenació Singular","30651967","80941106","41.3770026835004","2.1706851339137"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","AV. PARAL.LEL, 70","18",8.00,32.00,"Ordenació Singular","30605096","80941883","41.3770056410445","2.17012458339555"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",2,"el Barri Gòtic","C. JOSEP PIJOAN, 3","11.25",5.00,20.00,"Ordenació General","31264680","81347054","41.3807115115279","2.17796564069852"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","C. EST, 11","9",4.00,16.00,"Ordenació General","30980890","81190922","41.3792809826136","2.17458979651853"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","PL. SANT JOSEP, 13","14.04",8.00,24.00,"Ordenació General","30839896","81719967","41.384033825653","2.17284341580122"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","C. RIERA ALTA, 4","18",8.00,32.00,"Distribució Prèvia","30458203","81549109","41.3824620577767","2.16829842738614"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","PL. PEDRO, 8","9",4.00,16.00,"Distribució Prèvia","30355476","81439068","41.3814620671433","2.16708261116231"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","RDA. SANT ANTONI, 102","18",8.00,32.00,"Ordenació General","30206893","82032840","41.3867971054286","2.16523740948475"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","C. CARRETES, 63","9",4.00,16.00,"Distribució Prèvia","30564220","81124978","41.3786511964004","2.16961483136315"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","C. TALLERS, 74","18",8.00,32.00,"Ordenació General","30296016","82054894","41.3870034662066","2.16630072201295"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","AV. PARAL.LEL, 74","9",4.00,16.00,"Ordenació General","30579399","80942316","41.3770073244958","2.16981726107653"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","C. ANGELS, 8","13.5",6.00,24.00,"Ordenació General","30583148","81698366","41.3838171594406","2.16977548675811"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","C. SANT RAFAEL, 1","8.4",7.00,14.00,"Ordenació General","30715584","81421298","41.3813331088693","2.1713909404254"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","C. CARME, 40","9",4.00,16.00,"Distribució Prèvia","30662978","81697934","41.3838201527302","2.17073020579663"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","C. RAMBLA, 33","27",12.00,48.00,"Ordenació Singular","31098489","81365826","41.3808663708043","2.17597615584078"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","PL. PES DE LA PALLA, 5","13.5",6.00,24.00,"Ordenació General","30169667","81596835","41.382866918867","2.16484246378984"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","AV. PARAL.LEL, 36","9",4.00,16.00,"Ordenació Singular","30934870","80915273","41.3767943437577","2.17407090204769"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","PL. SANT JOSEP, 2","9",4.00,16.00,"Ordenació General","30879816","81654606","41.3834485696987","2.17332826846192"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","PL. SANT JOSEP, 13","3.6",2.00,6.00,"Ordenació General","30839896","81719967","41.384033825653","2.17284341580122"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","PL. SANT JOSEP, 16","6.75",3.00,12.00,"Ordenació General","30877731","81682427","41.3836989658986","2.1733001607334"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","PL. SANT JOSEP, 8","3.6",2.00,6.00,"Ordenació General","30769013","81682668","41.3836917882686","2.17200000001444"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","PL. SANT JOSEP, 10","7.02",4.00,12.00,"Ordenació General","30786781","81693595","41.3837917332303","2.1722112351526"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","PL. SANT JOSEP, 15","6.75",3.00,12.00,"Ordenació General","30860170","81709530","41.3839415653936","2.17308706008728"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","PL. SANT JOSEP, 11","7.02",4.00,12.00,"Ordenació General","30795290","81698801","41.3838393540854","2.17231239782927"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","PL. SANT JOSEP, 2","7.02",4.00,12.00,"Ordenació General","30879816","81654606","41.3834485696987","2.17332826846192"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","PL. BONSUCCES, 7","9",4.00,16.00,"Ordenació General","30687042","81921152","41.3858326817823","2.17099244565526"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","PL. SANT JOSEP, 13","10.44",6.00,18.00,"Ordenació General","30839896","81719967","41.384033825653","2.17284341580122"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","PL. SANT JOSEP, 3","7.02",4.00,12.00,"Ordenació General","30871002","81649178","41.3833989240379","2.17322348355027"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","PL. SANT JOSEP, 16","3.6",2.00,6.00,"Ordenació General","30877731","81682427","41.3836989658986","2.1733001607334"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","PL. SANT JOSEP, 10","7.02",4.00,12.00,"Ordenació General","30786781","81693595","41.3837917332303","2.1722112351526"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","RDA. SANT ANTONI, 72","4.5",2.00,8.00,"Ordenació General","30183780","81832999","41.3849951968332","2.16498402311009"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","C. TALLERS, 72","18",8.00,32.00,"Ordenació General","30370232","82043580","41.3869079921619","2.16718959793259"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",1,"el Raval","PL. SANT JOSEP, 13","3.6",2.00,6.00,"Ordenació General","30839896","81719967","41.384033825653","2.17284341580122"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","C. COLOMINES, 8","6.75",3.00,12.00,"Distribució Prèvia","31469686","82120100","41.3876916020342","2.18032971604071"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",2,"el Barri Gòtic","C. RAMBLA, 126","13.5",6.00,24.00,"Ordenació Singular","30803516","81931858","41.3859391346347","2.17238415365085"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","PL. SANT AGUSTI VELL, 13","6.75",3.00,12.00,"Distribució Prèvia","31591515","82362447","41.3898847208206","2.18175936461245"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","C. REC COMTAL, 2","4.5",2.00,8.00,"Ordenació General","31509372","82489472","41.3910218069253","2.18076257694871"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","PL. COMERCIAL, 1","13.5",6.00,24.00,"Ordenació General","31754334","82119977","41.387714694377","2.18373398601589"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","AV. MARQUES DE L'ARGENTERA, 25","4.5",2.00,8.00,"Ordenació General","31979947","82061251","41.3872048752692","2.18643880809453"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","PLA. PALAU, 16","9",3.00,12.00,"Ordenació General","31937040","81796860","41.3848199496206","2.18595536687422"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","C. REC COMTAL, 21","9",4.00,16.00,"Ordenació General","31557081","82634974","41.3923363614997","2.18131674071154"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","PTGE. MERCANTIL, 3","24",12.00,24.00,"Ordenació Singular","31896298","82167198","41.3881520324588","2.18542650145079"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","C. FONOLLAR, 4","9",4.00,16.00,"Ordenació General","31523278","82223610","41.3886284503319","2.18095895007461"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","C. FUSINA, 3","9",4.00,16.00,"Ordenació General","31773231","82160974","41.3880855456878","2.18395536806983"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","PLA. PALAU, 11","4.8",4.00,8.00,"Distribució Prèvia","31800297","81847047","41.3852603890873","2.18431440679627"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","C. RERE PALAU, 3-5","9",4.00,16.00,"Ordenació Singular","31829855","81895323","41.3856977028013","2.18466246161305"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","PG. PUJADES, 9","24",6.00,24.00,"Ordenació General","31885768","82551598","41.3916133220256","2.18525734040222"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","PL. VICTOR BALAGUER, 4","9",4.00,16.00,"Distribució Prèvia","31625210","81799672","41.3848188336126","2.18222587310001"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","AV. FRANCESC CAMBO, 16","13.5",6.00,24.00,"Ordenació General","31380958","82178688","41.3882117227735","2.1792619353028"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","PG. LLUIS COMPANYS, 8","2.25",1.00,4.00,"Ordenació General","31809195","82555378","41.391640878843","2.18434108232731"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","PL. SANTA MARIA, 4","9",4.00,16.00,"Distribució Prèvia","31696307","81833452","41.3851291201307","2.18307231412491"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","C. COMERÇ, 25","18",8.00,32.00,"Ordenació General","31761856","82157272","41.3880512379392","2.18381974457862"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","C. PRINCESA, 50","11.25",5.00,20.00,"Ordenació General","31738268","82220439","41.388618163621","2.18353052355729"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","C. RERE PALAU, 4","9",4.00,16.00,"Ordenació General","31839394","81876821","41.3855318687502","2.18477862167469"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","PL. SANTA CATERINA, 1","4.5",2.00,8.00,"Ordenació Singular","31427826","82065920","41.387200051341","2.17983522330091"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","C. JAUME GIRALT, 53","24",6.00,24.00,"Ordenació General","31435848","82348912","41.3897495605857","2.17989913115705"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","C. CONSOLAT DE MAR, 15","32",8.00,32.00,"Distribució Prèvia","31689016","81707316","41.3839924296677","2.18299934190708"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","AV. FRANCESC CAMBO, 16","24",6.00,24.00,"Distribució Prèvia","31422607","82147115","41.3879309059261","2.17976361555392"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","PG. PUJADES, 5","4.5",2.00,8.00,"Ordenació General","31857785","82523668","41.3913593942308","2.18492579889859"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","C. FLASSADERS, 9","18",8.00,32.00,"Distribució Prèvia","31653881","82119720","41.3877038508495","2.1825326439523"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","C. REC COMTAL, 11","3.6",2.00,4.00,"Ordenació General","31521902","82557170","41.391632609584","2.1809047834852"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",3,"la Barceloneta","C. RAMON TRIAS FARGAS, 2","40",10.00,40.00,"Distribució Prèvia","32917607","82123244","41.3878419717469","2.19764586454857"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",3,"la Barceloneta","C. BALUARD, 24","18",8.00,32.00,"Distribució Prèvia","32255772","81525669","41.3824043075333","2.18979741002045"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",3,"la Barceloneta","PG. JOAN BORBO COMTE BARCELONA, 2","20.25",6.00,24.00,"Ordenació General","32117901","81632787","41.3833574698448","2.18813666866092"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",3,"la Barceloneta","C. BALBOA, 16","4.5",2.00,8.00,"Ordenació General","32261497","81687353","41.3838610346115","2.18984779778345"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",3,"la Barceloneta","PG. JOAN BORBO COMTE BARCELONA, 30","30",8.00,32.00,"Ordenació General","32198065","81354392","41.3808567996385","2.18912648026314"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",3,"la Barceloneta","C. DRASSANA, 2","48",12.00,48.00,"Ordenació Singular","32334372","80971877","41.3774230599219","2.19079918804175"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",3,"la Barceloneta","PG. JOAN BORBO COMTE BARCELONA, 2","40",5.00,20.00,"Ordenació General","32117901","81632787","41.3833574698448","2.18813666866092"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",3,"la Barceloneta","PG. JOAN BORBO COMTE BARCELONA, 22","34.5",4.00,16.00,"Ordenació General","32180406","81415849","41.3814088383497","2.18890843073824"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",3,"la Barceloneta","PG. JOAN BORBO COMTE BARCELONA, 74","24.75",8.00,32.00,"Ordenació General","32312644","80957828","41.3772946967501","2.19054094069153"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",3,"la Barceloneta","PG. JOAN BORBO COMTE BARCELONA, 42","16.65",6.00,24.00,"Ordenació General","32231070","81239628","41.3798259308412","2.18953399760225"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",3,"la Barceloneta","PG. JOAN BORBO COMTE BARCELONA, 50","37.5",15.00,60.00,"Ordenació General","32248115","81180485","41.3792946805971","2.1897444354466"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",3,"la Barceloneta","PG. JOAN BORBO COMTE BARCELONA, 66","22.5",6.00,24.00,"Ordenació General","32291442","81029295","41.3779365980982","2.19027943090998"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","PL. PAU VILA, 13","77",24.00,96.00,"Ordenació General","32117973","81876865","41.3855558204858","2.18811018387765"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",3,"la Barceloneta","PG. JOAN BORBO COMTE BARCELONA, 31","15",6.00,24.00,"Ordenació General","32200316","81346674","41.3807874753239","2.18915426188344"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","C. CARDERS, 17","18",8.00,32.00,"Ordenació General","31541015","82185626","41.3882878493143","2.18117537185903"
1/7/2019 00:00:00,"Terrasses en Via Pública",1,"Ciutat Vella",3,"la Barceloneta","PG. JOAN BORBO COMTE BARCELONA, 6","22.5",9.00,36.00,"Ordenació General","32134676","81574883","41.382837359254","2.18834376208008"
